,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run
3387,178,Lake Sockeye,2003,9106,4553,10854
3450,178,Lake Sockeye,2004,6332,3166,7586
3513,178,Lake Sockeye,2005,6888,3444,7842
3576,178,Lake Sockeye,2006,6116,3058,8251
3639,178,Lake Sockeye,2007,3800,1900,4287
3702,178,Lake Sockeye,2008,280,140,297
3765,178,Lake Sockeye,2009,3400,1700,3679
3828,178,Lake Sockeye,2010,2980,1490,3285
3891,178,Lake Sockeye,2011,4418,2209,4923
3954,178,Lake Sockeye,2012,3940,1970,4339
4017,178,Lake Sockeye,2013,3320,1660,3454
4080,178,Lake Sockeye,2014,3628,1814,3961
4143,178,Lake Sockeye,2015,9818,4909,10441
4206,178,Lake Sockeye,2016,NA,NA,NA
4269,178,Lake Sockeye,2017,8942,4471,9033
4332,178,Lake Sockeye,2018,NA,1742,NA
4395,178,Lake Sockeye,2019,NA,1610,NA
29,179,Lake Sockeye,1950,NA,NA,NA
92,179,Lake Sockeye,1951,NA,NA,NA
155,179,Lake Sockeye,1952,NA,NA,NA
218,179,Lake Sockeye,1953,NA,NA,NA
281,179,Lake Sockeye,1954,NA,NA,NA
344,179,Lake Sockeye,1955,NA,NA,NA
407,179,Lake Sockeye,1956,NA,NA,NA
470,179,Lake Sockeye,1957,NA,NA,NA
533,179,Lake Sockeye,1958,NA,NA,NA
596,179,Lake Sockeye,1959,NA,NA,NA
659,179,Lake Sockeye,1960,NA,NA,NA
722,179,Lake Sockeye,1961,NA,NA,NA
785,179,Lake Sockeye,1962,NA,NA,NA
848,179,Lake Sockeye,1963,NA,NA,NA
911,179,Lake Sockeye,1964,NA,NA,NA
974,179,Lake Sockeye,1965,NA,NA,NA
1037,179,Lake Sockeye,1966,NA,NA,NA
1100,179,Lake Sockeye,1967,NA,NA,NA
1163,179,Lake Sockeye,1968,NA,NA,NA
1226,179,Lake Sockeye,1969,NA,NA,NA
1289,179,Lake Sockeye,1970,NA,NA,NA
1352,179,Lake Sockeye,1971,NA,NA,NA
1415,179,Lake Sockeye,1972,NA,NA,NA
1478,179,Lake Sockeye,1973,NA,NA,NA
1541,179,Lake Sockeye,1974,NA,NA,NA
1604,179,Lake Sockeye,1975,NA,NA,NA
1667,179,Lake Sockeye,1976,NA,NA,NA
1730,179,Lake Sockeye,1977,NA,NA,NA
1793,179,Lake Sockeye,1978,NA,NA,NA
1856,179,Lake Sockeye,1979,NA,NA,NA
1919,179,Lake Sockeye,1980,NA,NA,NA
1982,179,Lake Sockeye,1981,NA,NA,NA
2045,179,Lake Sockeye,1982,NA,NA,NA
2108,179,Lake Sockeye,1983,NA,NA,NA
2171,179,Lake Sockeye,1984,NA,NA,NA
2234,179,Lake Sockeye,1985,NA,NA,NA
2297,179,Lake Sockeye,1986,NA,NA,NA
2360,179,Lake Sockeye,1987,NA,NA,NA
2423,179,Lake Sockeye,1988,NA,NA,NA
2486,179,Lake Sockeye,1989,NA,NA,NA
2549,179,Lake Sockeye,1990,NA,NA,NA
2612,179,Lake Sockeye,1991,NA,NA,NA
2675,179,Lake Sockeye,1992,NA,NA,NA
2738,179,Lake Sockeye,1993,NA,NA,NA
2801,179,Lake Sockeye,1994,NA,NA,NA
2864,179,Lake Sockeye,1995,NA,NA,NA
2927,179,Lake Sockeye,1996,NA,NA,NA
2990,179,Lake Sockeye,1997,NA,NA,NA
3053,179,Lake Sockeye,1998,NA,NA,NA
3116,179,Lake Sockeye,1999,NA,NA,NA
3179,179,Lake Sockeye,2000,NA,NA,NA
3242,179,Lake Sockeye,2001,NA,NA,NA
3305,179,Lake Sockeye,2002,NA,NA,NA
3368,179,Lake Sockeye,2003,NA,NA,NA
3431,179,Lake Sockeye,2004,NA,NA,NA
3494,179,Lake Sockeye,2005,NA,NA,NA
3557,179,Lake Sockeye,2006,NA,NA,NA
3620,179,Lake Sockeye,2007,NA,NA,NA
3683,179,Lake Sockeye,2008,NA,NA,NA
3746,179,Lake Sockeye,2009,NA,NA,NA
3809,179,Lake Sockeye,2010,NA,NA,NA
3872,179,Lake Sockeye,2011,NA,NA,NA
3935,179,Lake Sockeye,2012,NA,NA,NA
3998,179,Lake Sockeye,2013,NA,NA,NA
4061,179,Lake Sockeye,2014,NA,NA,NA
4124,179,Lake Sockeye,2015,NA,NA,NA
4187,179,Lake Sockeye,2016,NA,NA,NA
4250,179,Lake Sockeye,2017,NA,NA,NA
4313,179,Lake Sockeye,2018,NA,NA,NA
4376,179,Lake Sockeye,2019,NA,NA,NA
49,180,Lake Sockeye,1950,NA,NA,NA
112,180,Lake Sockeye,1951,NA,NA,NA
175,180,Lake Sockeye,1952,NA,NA,NA
238,180,Lake Sockeye,1953,NA,NA,NA
301,180,Lake Sockeye,1954,NA,NA,NA
364,180,Lake Sockeye,1955,NA,NA,NA
427,180,Lake Sockeye,1956,NA,NA,NA
490,180,Lake Sockeye,1957,NA,NA,NA
553,180,Lake Sockeye,1958,NA,NA,NA
616,180,Lake Sockeye,1959,NA,NA,NA
679,180,Lake Sockeye,1960,42485,NA,74607
742,180,Lake Sockeye,1961,133007,NA,224228
805,180,Lake Sockeye,1962,21587,NA,38866
868,180,Lake Sockeye,1963,77002,NA,105894
931,180,Lake Sockeye,1964,68409,NA,120007
994,180,Lake Sockeye,1965,29888,NA,47090
1057,180,Lake Sockeye,1966,31977,NA,64816
1120,180,Lake Sockeye,1967,95242,NA,214619
1183,180,Lake Sockeye,1968,62457,NA,123005
1246,180,Lake Sockeye,1969,89905,NA,150962
1309,180,Lake Sockeye,1970,82164,NA,138674
1372,180,Lake Sockeye,1971,34049,NA,61000
1435,180,Lake Sockeye,1972,52692,NA,96301
1498,180,Lake Sockeye,1973,140253,NA,283174
1561,180,Lake Sockeye,1974,109851,NA,242376
1624,180,Lake Sockeye,1975,60353,NA,91485
1687,180,Lake Sockeye,1976,13336,NA,24773
1750,180,Lake Sockeye,1977,54679,NA,102521
1813,180,Lake Sockeye,1978,32032,NA,62242
1876,180,Lake Sockeye,1979,42455,NA,77622
1939,180,Lake Sockeye,1980,31679,NA,60748
2002,180,Lake Sockeye,1981,46466,NA,86520
2065,180,Lake Sockeye,1982,93630,NA,198111
2128,180,Lake Sockeye,1983,26965,NA,43951
2191,180,Lake Sockeye,1984,26503,NA,42614
2254,180,Lake Sockeye,1985,75649,NA,139953
2317,180,Lake Sockeye,1986,26865,NA,48622
2380,180,Lake Sockeye,1987,38206,NA,52767
2443,180,Lake Sockeye,1988,42435,NA,92373
2506,180,Lake Sockeye,1989,18412,NA,34310
2569,180,Lake Sockeye,1990,21328,NA,39887
2632,180,Lake Sockeye,1991,58719,NA,109499
2695,180,Lake Sockeye,1992,52358,NA,118056
2758,180,Lake Sockeye,1993,16646,NA,39326
2821,180,Lake Sockeye,1994,25124,NA,45612
2884,180,Lake Sockeye,1995,79679,NA,174013
2947,180,Lake Sockeye,1996,60909,NA,153524
3010,180,Lake Sockeye,1997,92245,NA,277576
3073,180,Lake Sockeye,1998,43130,NA,70482
3136,180,Lake Sockeye,1999,63692,NA,84022
3199,180,Lake Sockeye,2000,84558,NA,199195
3262,180,Lake Sockeye,2001,232802,NA,421874
3325,180,Lake Sockeye,2002,29324,NA,55220
3388,180,Lake Sockeye,2003,55028,NA,79852
3451,180,Lake Sockeye,2004,39546,NA,59085
3514,180,Lake Sockeye,2005,25141,NA,37414
3577,180,Lake Sockeye,2006,40874,NA,74859
3640,180,Lake Sockeye,2007,52862,NA,74568
3703,180,Lake Sockeye,2008,28667,NA,44784
3766,180,Lake Sockeye,2009,20503,NA,27203
3829,180,Lake Sockeye,2010,20455,NA,30157
3892,180,Lake Sockeye,2011,64622,NA,93036
3955,180,Lake Sockeye,2012,60983,NA,90736
4018,180,Lake Sockeye,2013,8760,NA,10339
4081,180,Lake Sockeye,2014,20322,NA,28070
4144,180,Lake Sockeye,2015,52239,NA,63479
4207,180,Lake Sockeye,2016,41607,NA,64497
4270,180,Lake Sockeye,2017,28036,NA,29734
4333,180,Lake Sockeye,2018,NA,NA,NA
4396,180,Lake Sockeye,2019,NA,NA,NA
35,181,Lake Sockeye,1950,NA,NA,NA
98,181,Lake Sockeye,1951,NA,NA,NA
161,181,Lake Sockeye,1952,NA,NA,NA
224,181,Lake Sockeye,1953,NA,NA,NA
287,181,Lake Sockeye,1954,NA,NA,NA
350,181,Lake Sockeye,1955,NA,NA,NA
413,181,Lake Sockeye,1956,NA,NA,NA
476,181,Lake Sockeye,1957,NA,NA,NA
539,181,Lake Sockeye,1958,NA,NA,NA
602,181,Lake Sockeye,1959,NA,NA,NA
665,181,Lake Sockeye,1960,NA,NA,NA
728,181,Lake Sockeye,1961,NA,NA,NA
791,181,Lake Sockeye,1962,NA,NA,NA
854,181,Lake Sockeye,1963,NA,NA,NA
917,181,Lake Sockeye,1964,NA,NA,NA
980,181,Lake Sockeye,1965,NA,NA,NA
1043,181,Lake Sockeye,1966,NA,NA,NA
1106,181,Lake Sockeye,1967,NA,NA,NA
1169,181,Lake Sockeye,1968,NA,NA,NA
1232,181,Lake Sockeye,1969,NA,200,NA
1295,181,Lake Sockeye,1970,NA,NA,NA
1358,181,Lake Sockeye,1971,NA,300,NA
1421,181,Lake Sockeye,1972,NA,NA,NA
1484,181,Lake Sockeye,1973,NA,NA,NA
1547,181,Lake Sockeye,1974,NA,NA,NA
1610,181,Lake Sockeye,1975,NA,NA,NA
1673,181,Lake Sockeye,1976,NA,NA,NA
1736,181,Lake Sockeye,1977,NA,100,NA
1799,181,Lake Sockeye,1978,NA,NA,NA
1862,181,Lake Sockeye,1979,NA,NA,NA
1925,181,Lake Sockeye,1980,NA,NA,NA
1988,181,Lake Sockeye,1981,NA,NA,NA
2051,181,Lake Sockeye,1982,NA,NA,NA
2114,181,Lake Sockeye,1983,NA,NA,NA
2177,181,Lake Sockeye,1984,NA,NA,NA
2240,181,Lake Sockeye,1985,NA,NA,NA
2303,181,Lake Sockeye,1986,NA,NA,NA
2366,181,Lake Sockeye,1987,NA,NA,NA
2429,181,Lake Sockeye,1988,NA,NA,NA
2492,181,Lake Sockeye,1989,NA,NA,NA
2555,181,Lake Sockeye,1990,NA,NA,NA
2618,181,Lake Sockeye,1991,NA,NA,NA
2681,181,Lake Sockeye,1992,NA,NA,NA
2744,181,Lake Sockeye,1993,NA,NA,NA
2807,181,Lake Sockeye,1994,NA,NA,NA
2870,181,Lake Sockeye,1995,NA,NA,NA
2933,181,Lake Sockeye,1996,NA,NA,NA
2996,181,Lake Sockeye,1997,NA,NA,NA
3059,181,Lake Sockeye,1998,NA,NA,NA
3122,181,Lake Sockeye,1999,NA,NA,NA
3185,181,Lake Sockeye,2000,NA,NA,NA
3248,181,Lake Sockeye,2001,NA,NA,NA
3311,181,Lake Sockeye,2002,NA,NA,NA
3374,181,Lake Sockeye,2003,NA,NA,NA
3437,181,Lake Sockeye,2004,NA,NA,NA
3500,181,Lake Sockeye,2005,NA,NA,NA
3563,181,Lake Sockeye,2006,NA,NA,NA
3626,181,Lake Sockeye,2007,NA,NA,NA
3689,181,Lake Sockeye,2008,NA,NA,NA
3752,181,Lake Sockeye,2009,NA,NA,NA
3815,181,Lake Sockeye,2010,NA,NA,NA
3878,181,Lake Sockeye,2011,NA,NA,NA
3941,181,Lake Sockeye,2012,NA,NA,NA
4004,181,Lake Sockeye,2013,NA,NA,NA
4067,181,Lake Sockeye,2014,NA,NA,NA
4130,181,Lake Sockeye,2015,NA,NA,NA
4193,181,Lake Sockeye,2016,NA,NA,NA
4256,181,Lake Sockeye,2017,NA,NA,NA
4319,181,Lake Sockeye,2018,NA,NA,NA
4382,181,Lake Sockeye,2019,NA,NA,NA
30,182,Lake Sockeye,1950,NA,NA,NA
93,182,Lake Sockeye,1951,NA,NA,NA
156,182,Lake Sockeye,1952,NA,NA,NA
219,182,Lake Sockeye,1953,NA,NA,NA
282,182,Lake Sockeye,1954,NA,NA,NA
345,182,Lake Sockeye,1955,NA,NA,NA
408,182,Lake Sockeye,1956,NA,NA,NA
471,182,Lake Sockeye,1957,NA,NA,NA
534,182,Lake Sockeye,1958,NA,NA,NA
597,182,Lake Sockeye,1959,NA,NA,NA
660,182,Lake Sockeye,1960,NA,NA,NA
723,182,Lake Sockeye,1961,NA,NA,NA
786,182,Lake Sockeye,1962,NA,NA,NA
849,182,Lake Sockeye,1963,NA,NA,NA
912,182,Lake Sockeye,1964,NA,NA,NA
975,182,Lake Sockeye,1965,NA,NA,NA
1038,182,Lake Sockeye,1966,NA,NA,NA
1101,182,Lake Sockeye,1967,NA,NA,NA
1164,182,Lake Sockeye,1968,NA,NA,NA
1227,182,Lake Sockeye,1969,NA,NA,NA
1290,182,Lake Sockeye,1970,NA,NA,NA
1353,182,Lake Sockeye,1971,NA,NA,NA
1416,182,Lake Sockeye,1972,NA,NA,NA
1479,182,Lake Sockeye,1973,NA,NA,NA
1542,182,Lake Sockeye,1974,NA,NA,NA
1605,182,Lake Sockeye,1975,NA,NA,NA
1668,182,Lake Sockeye,1976,NA,NA,NA
1731,182,Lake Sockeye,1977,NA,NA,NA
1794,182,Lake Sockeye,1978,NA,NA,NA
1857,182,Lake Sockeye,1979,NA,NA,NA
1920,182,Lake Sockeye,1980,NA,NA,NA
1983,182,Lake Sockeye,1981,NA,NA,NA
2046,182,Lake Sockeye,1982,NA,NA,NA
2109,182,Lake Sockeye,1983,NA,NA,NA
2172,182,Lake Sockeye,1984,NA,NA,NA
2235,182,Lake Sockeye,1985,NA,NA,NA
2298,182,Lake Sockeye,1986,NA,NA,NA
2361,182,Lake Sockeye,1987,NA,NA,NA
2424,182,Lake Sockeye,1988,NA,NA,NA
2487,182,Lake Sockeye,1989,NA,NA,NA
2550,182,Lake Sockeye,1990,NA,NA,NA
2613,182,Lake Sockeye,1991,NA,NA,NA
2676,182,Lake Sockeye,1992,NA,NA,NA
2739,182,Lake Sockeye,1993,NA,NA,NA
2802,182,Lake Sockeye,1994,NA,NA,NA
2865,182,Lake Sockeye,1995,NA,NA,NA
2928,182,Lake Sockeye,1996,NA,NA,NA
2991,182,Lake Sockeye,1997,NA,NA,NA
3054,182,Lake Sockeye,1998,NA,NA,NA
3117,182,Lake Sockeye,1999,NA,NA,NA
3180,182,Lake Sockeye,2000,NA,NA,NA
3243,182,Lake Sockeye,2001,NA,NA,NA
3306,182,Lake Sockeye,2002,NA,NA,NA
3369,182,Lake Sockeye,2003,NA,NA,NA
3432,182,Lake Sockeye,2004,NA,NA,NA
3495,182,Lake Sockeye,2005,NA,NA,NA
3558,182,Lake Sockeye,2006,NA,NA,NA
3621,182,Lake Sockeye,2007,NA,NA,NA
3684,182,Lake Sockeye,2008,NA,NA,NA
3747,182,Lake Sockeye,2009,NA,NA,NA
3810,182,Lake Sockeye,2010,NA,NA,NA
3873,182,Lake Sockeye,2011,NA,NA,NA
3936,182,Lake Sockeye,2012,NA,NA,NA
3999,182,Lake Sockeye,2013,NA,NA,NA
4062,182,Lake Sockeye,2014,NA,NA,NA
4125,182,Lake Sockeye,2015,NA,NA,NA
4188,182,Lake Sockeye,2016,NA,NA,NA
4251,182,Lake Sockeye,2017,NA,NA,NA
4314,182,Lake Sockeye,2018,NA,NA,NA
4377,182,Lake Sockeye,2019,NA,NA,NA
53,183,Lake Sockeye,1950,NA,NA,NA
116,183,Lake Sockeye,1951,NA,NA,NA
179,183,Lake Sockeye,1952,NA,NA,NA
242,183,Lake Sockeye,1953,NA,NA,NA
305,183,Lake Sockeye,1954,NA,NA,NA
368,183,Lake Sockeye,1955,NA,NA,NA
431,183,Lake Sockeye,1956,NA,NA,NA
494,183,Lake Sockeye,1957,NA,NA,NA
557,183,Lake Sockeye,1958,NA,NA,NA
620,183,Lake Sockeye,1959,NA,NA,NA
683,183,Lake Sockeye,1960,800,400,1680
746,183,Lake Sockeye,1961,400,200,792
809,183,Lake Sockeye,1962,400,200,871
872,183,Lake Sockeye,1963,NA,NA,NA
935,183,Lake Sockeye,1964,400,200,839
998,183,Lake Sockeye,1965,800,400,1440
1061,183,Lake Sockeye,1966,400,200,1043
1124,183,Lake Sockeye,1967,NA,NA,NA
1187,183,Lake Sockeye,1968,400,200,997
1250,183,Lake Sockeye,1969,NA,NA,NA
1313,183,Lake Sockeye,1970,NA,NA,NA
1376,183,Lake Sockeye,1971,NA,NA,NA
1439,183,Lake Sockeye,1972,NA,NA,NA
1502,183,Lake Sockeye,1973,NA,NA,NA
1565,183,Lake Sockeye,1974,NA,NA,NA
1628,183,Lake Sockeye,1975,NA,NA,NA
1691,183,Lake Sockeye,1976,NA,NA,NA
1754,183,Lake Sockeye,1977,50,25,116
1817,183,Lake Sockeye,1978,150,75,366
1880,183,Lake Sockeye,1979,NA,NA,NA
1943,183,Lake Sockeye,1980,200,100,479
2006,183,Lake Sockeye,1981,NA,NA,NA
2069,183,Lake Sockeye,1982,NA,NA,NA
2132,183,Lake Sockeye,1983,NA,NA,NA
2195,183,Lake Sockeye,1984,NA,NA,NA
2258,183,Lake Sockeye,1985,4400,2200,9590
2321,183,Lake Sockeye,1986,NA,NA,NA
2384,183,Lake Sockeye,1987,NA,NA,NA
2447,183,Lake Sockeye,1988,NA,NA,NA
2510,183,Lake Sockeye,1989,NA,NA,NA
2573,183,Lake Sockeye,1990,1000,500,2565
2636,183,Lake Sockeye,1991,NA,NA,NA
2699,183,Lake Sockeye,1992,NA,NA,NA
2762,183,Lake Sockeye,1993,NA,NA,NA
2825,183,Lake Sockeye,1994,NA,NA,NA
2888,183,Lake Sockeye,1995,NA,NA,NA
2951,183,Lake Sockeye,1996,NA,NA,NA
3014,183,Lake Sockeye,1997,NA,NA,NA
3077,183,Lake Sockeye,1998,NA,NA,NA
3140,183,Lake Sockeye,1999,NA,NA,NA
3203,183,Lake Sockeye,2000,231,231,472
3266,183,Lake Sockeye,2001,221,221,433
3329,183,Lake Sockeye,2002,978,978,1768
3392,183,Lake Sockeye,2003,3377,3377,5204
3455,183,Lake Sockeye,2004,1317,1317,2220
3518,183,Lake Sockeye,2005,937,937,1256
3581,183,Lake Sockeye,2006,5139,5139,8187
3644,183,Lake Sockeye,2007,245,245,530
3707,183,Lake Sockeye,2008,1200,1200,2158
3770,183,Lake Sockeye,2009,3047,3047,3888
3833,183,Lake Sockeye,2010,20804,20804,27763
3896,183,Lake Sockeye,2011,2366,2366,3631
3959,183,Lake Sockeye,2012,5476,5476,8028
4022,183,Lake Sockeye,2013,828,828,953
4085,183,Lake Sockeye,2014,13699,13699,22044
4148,183,Lake Sockeye,2015,4636,4636,6170
4211,183,Lake Sockeye,2016,1100,1100,1714
4274,183,Lake Sockeye,2017,357,357,445
4337,183,Lake Sockeye,2018,NA,1434,NA
4400,183,Lake Sockeye,2019,NA,125,NA
31,184,Lake Sockeye,1950,NA,NA,NA
94,184,Lake Sockeye,1951,NA,NA,NA
157,184,Lake Sockeye,1952,NA,NA,NA
220,184,Lake Sockeye,1953,NA,NA,NA
283,184,Lake Sockeye,1954,NA,NA,NA
346,184,Lake Sockeye,1955,NA,NA,NA
409,184,Lake Sockeye,1956,NA,NA,NA
472,184,Lake Sockeye,1957,NA,NA,NA
535,184,Lake Sockeye,1958,NA,NA,NA
598,184,Lake Sockeye,1959,NA,NA,NA
661,184,Lake Sockeye,1960,NA,NA,NA
724,184,Lake Sockeye,1961,NA,NA,NA
787,184,Lake Sockeye,1962,NA,NA,NA
850,184,Lake Sockeye,1963,NA,NA,NA
913,184,Lake Sockeye,1964,NA,NA,NA
976,184,Lake Sockeye,1965,NA,NA,NA
1039,184,Lake Sockeye,1966,NA,NA,NA
1102,184,Lake Sockeye,1967,NA,NA,NA
1165,184,Lake Sockeye,1968,NA,NA,NA
1228,184,Lake Sockeye,1969,NA,NA,NA
1291,184,Lake Sockeye,1970,NA,NA,NA
1354,184,Lake Sockeye,1971,NA,NA,NA
1417,184,Lake Sockeye,1972,NA,NA,NA
1480,184,Lake Sockeye,1973,NA,NA,NA
1543,184,Lake Sockeye,1974,NA,NA,NA
1606,184,Lake Sockeye,1975,NA,NA,NA
1669,184,Lake Sockeye,1976,NA,NA,NA
1732,184,Lake Sockeye,1977,NA,NA,NA
1795,184,Lake Sockeye,1978,NA,NA,NA
1858,184,Lake Sockeye,1979,NA,NA,NA
1921,184,Lake Sockeye,1980,NA,NA,NA
1984,184,Lake Sockeye,1981,NA,NA,NA
2047,184,Lake Sockeye,1982,NA,NA,NA
2110,184,Lake Sockeye,1983,NA,NA,NA
2173,184,Lake Sockeye,1984,NA,NA,NA
2236,184,Lake Sockeye,1985,NA,NA,NA
2299,184,Lake Sockeye,1986,NA,NA,NA
2362,184,Lake Sockeye,1987,NA,NA,NA
2425,184,Lake Sockeye,1988,NA,NA,NA
2488,184,Lake Sockeye,1989,NA,NA,NA
2551,184,Lake Sockeye,1990,NA,NA,NA
2614,184,Lake Sockeye,1991,NA,NA,NA
2677,184,Lake Sockeye,1992,NA,NA,NA
2740,184,Lake Sockeye,1993,NA,NA,NA
2803,184,Lake Sockeye,1994,NA,NA,NA
2866,184,Lake Sockeye,1995,NA,NA,NA
2929,184,Lake Sockeye,1996,NA,NA,NA
2992,184,Lake Sockeye,1997,NA,NA,NA
3055,184,Lake Sockeye,1998,NA,NA,NA
3118,184,Lake Sockeye,1999,NA,NA,NA
3181,184,Lake Sockeye,2000,NA,NA,NA
3244,184,Lake Sockeye,2001,NA,NA,NA
3307,184,Lake Sockeye,2002,NA,NA,NA
3370,184,Lake Sockeye,2003,NA,NA,NA
3433,184,Lake Sockeye,2004,NA,NA,NA
3496,184,Lake Sockeye,2005,NA,NA,NA
3559,184,Lake Sockeye,2006,NA,NA,NA
3622,184,Lake Sockeye,2007,NA,NA,NA
3685,184,Lake Sockeye,2008,NA,NA,NA
3748,184,Lake Sockeye,2009,NA,NA,NA
3811,184,Lake Sockeye,2010,NA,NA,NA
3874,184,Lake Sockeye,2011,NA,NA,NA
3937,184,Lake Sockeye,2012,NA,NA,NA
4000,184,Lake Sockeye,2013,NA,NA,NA
4063,184,Lake Sockeye,2014,NA,NA,NA
4126,184,Lake Sockeye,2015,NA,NA,NA
4189,184,Lake Sockeye,2016,NA,NA,NA
4252,184,Lake Sockeye,2017,NA,NA,NA
4315,184,Lake Sockeye,2018,NA,NA,NA
4378,184,Lake Sockeye,2019,NA,NA,NA
54,185,Lake Sockeye,1950,NA,42750,NA
117,185,Lake Sockeye,1951,NA,55400,NA
180,185,Lake Sockeye,1952,NA,NA,NA
243,185,Lake Sockeye,1953,NA,35700,NA
306,185,Lake Sockeye,1954,NA,NA,NA
369,185,Lake Sockeye,1955,NA,4000,NA
432,185,Lake Sockeye,1956,NA,6000,NA
495,185,Lake Sockeye,1957,NA,400,NA
558,185,Lake Sockeye,1958,NA,25,NA
621,185,Lake Sockeye,1959,NA,750,NA
684,185,Lake Sockeye,1960,4197,3500,9665
747,185,Lake Sockeye,1961,5996,5000,12883
810,185,Lake Sockeye,1962,3598,3000,8652
873,185,Lake Sockeye,1963,1199,2500,1869
936,185,Lake Sockeye,1964,5996,8500,13783
999,185,Lake Sockeye,1965,11993,11000,23062
1062,185,Lake Sockeye,1966,7196,6900,21525
1125,185,Lake Sockeye,1967,4078,3900,15150
1188,185,Lake Sockeye,1968,3598,3800,10186
1251,185,Lake Sockeye,1969,3958,3300,8446
1314,185,Lake Sockeye,1970,11273,4700,24266
1377,185,Lake Sockeye,1971,7915,3300,18869
1440,185,Lake Sockeye,1972,4317,1800,10660
1503,185,Lake Sockeye,1973,2399,1200,7121
1566,185,Lake Sockeye,1974,2878,1200,10222
1629,185,Lake Sockeye,1975,540,325,976
1692,185,Lake Sockeye,1976,240,100,610
1755,185,Lake Sockeye,1977,1439,600,3720
1818,185,Lake Sockeye,1978,1199,750,3311
1881,185,Lake Sockeye,1979,1679,1050,4149
1944,185,Lake Sockeye,1980,959,650,2584
2007,185,Lake Sockeye,1981,2399,1300,6123
2070,185,Lake Sockeye,1982,7196,3000,19838
2133,185,Lake Sockeye,1983,9594,4000,21538
2196,185,Lake Sockeye,1984,7196,3000,19659
2259,185,Lake Sockeye,1985,4797,2002,11269
2322,185,Lake Sockeye,1986,7196,3000,16631
2385,185,Lake Sockeye,1987,9594,4000,17389
2448,185,Lake Sockeye,1988,2399,1000,7584
2511,185,Lake Sockeye,1989,13432,5600,25413
2574,185,Lake Sockeye,1990,7196,6000,19638
2637,185,Lake Sockeye,1991,47971,40000,105698
2700,185,Lake Sockeye,1992,32380,27000,94836
2763,185,Lake Sockeye,1993,26384,22000,63179
2826,185,Lake Sockeye,1994,NA,NA,NA
2889,185,Lake Sockeye,1995,41974,35000,121179
2952,185,Lake Sockeye,1996,49170,41000,124764
3015,185,Lake Sockeye,1997,28782,24000,104650
3078,185,Lake Sockeye,1998,7196,6000,14289
3141,185,Lake Sockeye,1999,17989,15000,22883
3204,185,Lake Sockeye,2000,3598,3000,8297
3267,185,Lake Sockeye,2001,4797,4000,7773
3330,185,Lake Sockeye,2002,NA,NA,NA
3393,185,Lake Sockeye,2003,11993,10000,16388
3456,185,Lake Sockeye,2004,9294,7750,12641
3519,185,Lake Sockeye,2005,NA,NA,NA
3582,185,Lake Sockeye,2006,9896,8252,17162
3645,185,Lake Sockeye,2007,16070,13400,21630
3708,185,Lake Sockeye,2008,10793,9000,16776
3771,185,Lake Sockeye,2009,13738,11971,17330
3834,185,Lake Sockeye,2010,4419,3685,5896
3897,185,Lake Sockeye,2011,5525,4607,7198
3960,185,Lake Sockeye,2012,8035,6700,10636
4023,185,Lake Sockeye,2013,7760,6471,9171
4086,185,Lake Sockeye,2014,17269,14400,21957
4149,185,Lake Sockeye,2015,24880,20746,30054
4212,185,Lake Sockeye,2016,16958,14140,22527
4275,185,Lake Sockeye,2017,16438,14135,17157
4338,185,Lake Sockeye,2018,NA,15301,NA
4401,185,Lake Sockeye,2019,NA,24768,NA
51,186,Lake Sockeye,1950,NA,NA,NA
114,186,Lake Sockeye,1951,NA,NA,NA
177,186,Lake Sockeye,1952,NA,NA,NA
240,186,Lake Sockeye,1953,NA,NA,NA
303,186,Lake Sockeye,1954,NA,NA,NA
366,186,Lake Sockeye,1955,NA,NA,NA
429,186,Lake Sockeye,1956,NA,NA,NA
492,186,Lake Sockeye,1957,NA,NA,NA
555,186,Lake Sockeye,1958,NA,NA,NA
618,186,Lake Sockeye,1959,NA,NA,NA
681,186,Lake Sockeye,1960,112920,NA,291068
744,186,Lake Sockeye,1961,467457,NA,1108550
807,186,Lake Sockeye,1962,354597,NA,963583
870,186,Lake Sockeye,1963,193636,NA,316326
933,186,Lake Sockeye,1964,396889,NA,1020830
996,186,Lake Sockeye,1965,313242,NA,651618
1059,186,Lake Sockeye,1966,243131,NA,869015
1122,186,Lake Sockeye,1967,296655,NA,1417419
1185,186,Lake Sockeye,1968,267415,NA,890618
1248,186,Lake Sockeye,1969,345342,NA,812479
1311,186,Lake Sockeye,1970,327830,NA,779227
1374,186,Lake Sockeye,1971,436876,NA,1174597
1437,186,Lake Sockeye,1972,309504,NA,868753
1500,186,Lake Sockeye,1973,236140,NA,835820
1563,186,Lake Sockeye,1974,291444,NA,1308503
1626,186,Lake Sockeye,1975,118485,NA,229514
1689,186,Lake Sockeye,1976,163137,NA,474653
1752,186,Lake Sockeye,1977,199711,NA,593270
1815,186,Lake Sockeye,1978,57402,NA,185156
1878,186,Lake Sockeye,1979,357449,NA,1004184
1941,186,Lake Sockeye,1980,197031,NA,616156
2004,186,Lake Sockeye,1981,113332,NA,331473
2067,186,Lake Sockeye,1982,159595,NA,538689
2130,186,Lake Sockeye,1983,103027,NA,262290
2193,186,Lake Sockeye,1984,204447,NA,548951
2256,186,Lake Sockeye,1985,623637,NA,1615135
2319,186,Lake Sockeye,1986,167437,NA,463635
